,Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
129,Liberia,LBR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,8.22900009155273,8.49300003051758,10.027000427246099,8.22399997711182,8.01299953460693,5.80900001525879,7.8860001564025906,8.0290002822876,8.80099964141846,9.0649995803833,8.3769998550415,8.35000038146973,8.807000160217289,9.61200046539307,9.94999980926514,10.3520002365112,9.50300025939941,8.86699962615967,8.7180004119873,8.7519998550415
130,Libya,LBY,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,52.5320014953613,52.7309989929199,53.4070014953613,52.870998382568395,53.055999755859396,55.0379981994629,54.3139991760254,55.316001892089794,55.0419998168945,55.202999114990206,54.891998291015604,54.823001861572294,55.693000793457,37.305000305175795,63.082000732421896,47.7109985351563,42.3219985961914,52.060001373290994,53.2700004577637,53.745998382568395
131,St. Lucia,LCA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,73.3529968261719,73.963996887207,71.338996887207,70.8720016479492,71.1060028076172,71.05999755859379,71.1989974975586,70.6699981689453,70.7070007324219,71.0739974975586,71.515998840332,71.38099670410159,71.0770034790039,70.9820022583008,70.98500061035159,71.1429977416992,71.1809997558594,71.2600021362305,71.302001953125,71.1159973144531
132,Latin America & Caribbean,LCN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,65.0412789177438,65.2249537955482,65.6693448347641,61.469722638427804,61.135931640385294,61.379562968258895,61.6098220888542,63.7919872365629,65.0831935815788,64.89297958279761,64.89293929073399,64.7484987839527,65.4832500205713,65.6371247866623,65.2792936447058,65.7308176011646,66.159479971376,65.72137798187279,65.2974371389135,65.0617480610375
133,Least developed countries: UN classification,LDC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,14.2884784658383,14.593095131217101,14.619635934479199,14.931141974515901,14.863860798551302,15.0630577428338,15.4893066431988,15.3712376827845,15.8162717820638,16.4644584852119,16.686242981844302,17.5488540325749,18.0130863749131,18.9306633000093,19.0711834284642,19.7270178740032,19.9022455808623,20.0454562019759,20.0453495892511,20.0540768828475
134,Low income,LIC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,15.414443089175599,16.072114062674903,15.975926822100801,16.0568783377172,16.1942855914816,16.1021662151237,16.435545820686,16.1359784096706,16.260493448488198,16.6268160863781,16.6930534424313,16.875139225866498,17.2297258788108,17.3798301753985,17.4180080655882,17.9807013776668,17.917461106521,17.8926897222018,17.750499219926898,17.747872819048
135,Liechtenstein,LIE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
136,Sri Lanka,LKA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,55.1879997253418,57.0870018005371,55.487998962402294,60.0410003662109,58.7859992980957,58.986000061035206,60.5859985351563,58.1870002746582,54.7599983215332,55.09700012207029,54.7130012512207,54.8419990539551,54.2809982299805,53.1399993896484,56.056999206543,53.9739990234375,54.7299995422363,55.1339988708496,55.4869995117188,55.5530014038086
137,Lower middle income,LMC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,21.420227430572602,21.2813067384307,21.2957332312185,21.3250432362162,21.1264426478362,20.9611619973279,21.3786970961614,22.0675607538496,22.8769821755372,23.316694196391698,23.6953072137101,24.821649094949304,25.750335774962398,28.032517656612896,28.8320897195121,29.1775542827773,29.517803069517498,30.0744481942322,30.6090077967304,30.625865836595302
138,Low & middle income,LMY,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,37.1911891868779,37.3191453996952,37.6559508342541,37.685605162505205,37.9979900922789,38.555278020822,39.7000564959195,40.6565977317871,41.8261917008857,42.7244345190339,43.6238611220069,44.3339830853619,45.187961395722,46.395828850237706,46.905337330309706,47.1449233114646,47.46577652221129,47.55916667983029,47.52345484488621,47.2769787300535
139,Lesotho,LSO,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,40.737998962402294,40.7430000305176,41.4370002746582,41.666999816894496,41.71799850463871,41.833000183105504,42.497001647949205,42.548000335693395,43.201000213623,43.5610008239746,43.9109992980957,43.308998107910206,43.701000213623,43.9630012512207,44.1629981994629,44.231998443603494,44.550998687744105,44.5190010070801,44.449001312255895,44.504001617431605
140,Late-demographic dividend,LTE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,48.3159061285062,48.431307056820096,48.900515283160104,49.159789327127,50.056383814955,51.41685823213779,53.46980382905029,55.050015276678494,56.623594589305895,57.943485909162504,59.4820409622631,60.16170157697061,61.3473465581543,62.250271812958296,62.8564668861542,63.21944217212279,63.9802571275953,64.2992690998969,64.5494033763719,64.4992300484568
141,Lithuania,LTU,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,83.1699981689453,82.68800354003909,83.2850036621094,84.0699996948242,82.2099990844727,82.0800018310547,84.3040008544922,85.1669998168945,85.08799743652341,88.2949981689453,91.0469970703125,90.625,91.1740036010742,91.2180023193359,91.0279998779297,90.3109970092773,89.72799682617192,89.9449996948242,90.4410018920898,90.3550033569336
142,Luxembourg,LUX,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,92.9889984130859,91.4560012817383,92.5849990844727,94.08300018310551,94.5250015258789,92.8430023193359,93.2170028686523,92.93199920654301,93.5110015869141,93.9329986572266,93.5699996948242,93.12999725341801,93.2020034790039,92.71600341796879,91.89600372314449,91.9489974975586,92.6490020751953,91.24600219726558,91.24600219726558,91.3040008544922
143,Latvia,LVA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,83.8980026245117,84.4929962158203,86.4459991455078,86.7030029296875,88.6429977416992,89.0550003051758,87.2689971923828,90.1890029907227,90.0370025634766,91.0640029907227,92.4720001220703,91.21499633789058,90.56500244140629,90.8550033569336,90.9720001220703,90.62899780273442,91.1760025024414,90.4739990234375,90.0839996337891,89.9499969482422
144,"Macao SAR, China",MAC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,94.0510025024414,93.01599884033199,91.9380035400391,92.5500030517578,93.4749984741211,92.97000122070308,92.4589996337891,93.5179977416992,93.7379989624023,94.6070022583008,95.2570037841797,95.1510009765625,95.4410018920898,95.5780029296875,95.7699966430664,96.0619964599609,95.7490005493164,95.822998046875,95.31800079345699,95.3420028686523
145,St. Martin (French part),MAF,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
146,Morocco,MAR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,31.0799999237061,28.9039993286133,32.6370010375977,34.097000122070305,33.876998901367195,34.062000274658196,31.6299991607666,31.922000885009798,33.6749992370605,34.396999359130895,34.185001373291,34.1510009765625,35.1689987182617,33.8429985046387,34.439998626709,34.733001708984396,34.713001251220696,35.1339988708496,34.9329986572266,35.0340003967285
147,Monaco,MCO,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
148,Moldova,MDA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,72.5739974975586,74.31700134277341,71.0289993286133,70.875,71.63800048828129,73.7269973754883,74.7929992675781,75.25,77.3280029296875,80.80999755859379,80.03199768066409,83.681999206543,78.1320037841797,77.9810028076172,80.7639999389648,77.0500030517578,77.9820022583008,79.68299865722659,78.4240036010742,78.4260025024414
149,Madagascar,MDG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,11.331000328064,11.597999572753901,11.807000160217301,12.333000183105499,9.6850004196167,12.095000267028801,6.67000007629395,6.79699993133545,7.002999782562259,7.44899988174438,7.7600002288818395,6.34000015258789,6.747000217437741,7.861999988555911,8.02400016784668,7.6939997673034695,7.80700016021729,8.02099990844727,8.05700016021729,8.06900024414063
150,Maldives,MDV,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,40.6529998779297,41.7910003662109,42.103000640869105,45.8429985046387,46.3030014038086,45.685001373290994,50.1240005493164,52.451999664306605,48.284000396728494,56.4140014648438,58.7789993286133,59.2879981994629,57.976001739502,59.334999084472706,60.3779983520508,59.326999664306605,60.120998382568395,61.645999908447294,61.859001159668,61.9970016479492
151,Middle East & North Africa,MEA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,60.1332578541959,59.7309867435633,58.2366246086347,60.283070116116704,61.828272371194004,59.0230914992522,55.8086105134222,56.7579253040192,58.876018812762794,57.9523421810608,60.42200115146421,60.525146762827,62.7629162648256,63.276037391825895,65.3516625264964,64.3222311425848,64.37882512053001,64.6772992157361,67.4416884913213,67.63533799700849
152,Mexico,MEX,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,61.459999084472706,61.9539985656738,64.59500122070311,64.2679977416992,63.201999664306605,63.1160011291504,62.681999206543,64.6139984130859,64.9530029296875,64.8280029296875,65.37599945068361,64.8600006103516,65.65499877929689,65.3130035400391,65.56500244140629,66.302001953125,67.265998840332,67.0930023193359,67.427001953125,67.3570022583008
153,Marshall Islands,MHL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
154,Middle income,MIC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,39.4833122252161,39.5755215139675,39.9954207007964,40.033883549181205,40.397527963736295,41.060229571518,42.320415585409606,43.4515338437372,44.787118075618295,45.804188353174105,46.887466591722,47.7509072815347,48.746904629666396,50.1642747225154,50.82530793078429,51.09695025268821,51.5514635335639,51.7512351357436,51.8137791552649,51.637836499659
155,"Macedonia, FYR",MKD,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,78.4300003051758,78.4459991455078,79.3010025024414,81.5790023803711,79.93299865722659,79.2239990234375,78.4240036010742,79.3970031738281,79.7750015258789,79.2379989624023,77.7190017700195,79.8840026855469,79.1969985961914,79.9179992675781,80.7590026855469,79.379997253418,79.03700256347659,79.0830001831055,80.2789993286133,80.2809982299805
156,Mali,MLI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,5.36600017547607,5.4539999961853,5.42999982833862,6.19299983978271,5.65399980545044,6.44500017166138,6.03800010681152,5.98199987411499,6.18400001525879,4.705999851226809,4.7010002136230495,4.68900012969971,4.73299980163574,4.63600015640259,4.0949997901916495,4.44299983978271,4.59800004959106,5.08400011062622,5.70499992370605,5.80399990081787
157,Malta,MLT,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,91.6179962158203,92.0080032348633,92.3499984741211,93.0500030517578,92.93099975585942,89.9599990844727,92.5250015258789,93.7040023803711,94.0380020141602,92.7470016479492,93.58599853515629,93.1829986572266,93.7180023193359,93.8339996337891,93.6309967041016,93.6859970092773,93.03099822998051,92.8679962158203,93.81900024414058,93.8870010375977
158,Myanmar,MMR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,14.887000083923303,15.680999755859402,16.2590007781982,18.087999343872102,19.5300006866455,20.011999130249,21.7590007781982,23.591999053955103,25.107000350952102,27.4570007324219,29.6189994812012,31.027000427246104,32.9739990234375,33.8889999389648,34.3740005493164,35.0410003662109,36.5270004272461,37.2589988708496,36.680999755859396,36.7000007629395
159,Middle East & North Africa (excluding high income),MNA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,52.1103809094384,52.135600456736604,50.2689043122875,52.728331736951894,54.6885594713398,51.4950688189253,47.78832796827229,48.789683105958794,51.0726095394225,49.942842410683404,52.5160934442965,52.5292131693145,54.463874224264295,54.761653027471105,57.02773271904471,55.6330332554269,55.2397875210345,55.403512053910895,59.1500563077171,59.320338684792794
160,Montenegro,MNE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,72.34300231933591,76.3949966430664,69.8119964599609,73.5960006713867,73.3889999389648,74.3349990844727,74.1650009155273,75.1220016479492,78.66400146484379,78.1940002441406,80.7399978637695,85.0979995727539,84.8720016479492,88.7480010986328,87.3769989013672,85.43800354003909,86.1780014038086,84.51499938964841,84.6210021972656,84.5449981689453
161,Mongolia,MNG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,45.611000061035206,45.9099998474121,43.8720016479492,42.056999206543004,39.97999954223629,41.923999786377,32.1300010681152,35.7050018310547,39.1339988708496,40.780998229980504,39.353000640869105,40.5800018310547,46.9539985656738,46.8940010070801,49.576000213623,51.8359985351563,52.7140007019043,51.637001037597706,54.356998443603494,54.358001708984396
162,Northern Mariana Islands,MNP,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
163,Mozambique,MOZ,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,2.63499999046326,2.74699997901917,2.93300008773804,3.4019999504089395,3.1470000743866002,3.0439999103546103,3.14199995994568,3.26900005340576,3.23300004005432,3.23699998855591,3.1519999504089395,3.11800003051758,3.22099995613098,3.3540000915527304,3.49900007247925,3.6689999103546103,3.80100011825562,3.77600002288818,3.7590000629425,3.76500010490417
164,Mauritania,MRT,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,38.3390007019043,37.1640014648438,34.8629989624023,36.064998626709,36.5009994506836,35.555999755859396,37.1520004272461,42.319000244140604,47.5530014038086,45.2529983520508,45.316001892089794,45.1349983215332,47.67900085449221,47.3839988708496,48.609001159668,48.6619987487793,48.0960006713867,45.3639984130859,45.768001556396506,45.893001556396506
165,Mauritius,MUS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,84.254997253418,84.3679962158203,84.6240005493164,84.5090026855469,84.5989990234375,84.8450012207031,84.8820037841797,84.2620010375977,84.24400329589841,83.7720031738281,84.0240020751953,84.08599853515629,83.48500061035159,85.0719985961914,83.70899963378909,83.63999938964841,83.7900009155273,83.88800048828129,84.7710037231445,84.7990036010742
166,Malawi,MWI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,26.3250007629395,27.2140007019043,27.7070007324219,27.020999908447298,28.1480007171631,29.125,29.044000625610398,28.8059997558594,29.75,31.926000595092802,31.7590007781982,31.6100006103516,31.0790004730225,31.736999511718803,30.770999908447298,31.705999374389602,32.3520011901855,32.1920013427734,32.6829986572266,32.6889991760254
167,Malaysia,MYS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,74.9240036010742,75.484001159668,76.4100036621094,76.818000793457,77.2429962158203,77.4690017700195,76.7229995727539,78.4530029296875,78.1039962768555,77.28399658203129,78.8570022583008,78.2789993286133,78.5780029296875,79.8239974975586,76.9909973144531,74.5989990234375,74.9199981689453,72.9339981079102,73.46099853515629,73.4749984741211
168,North America,NAC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,90.9045704851523,91.17205312306801,91.20202212475272,91.4229988190663,91.4567787894384,91.4052655725803,91.4891066024299,91.6536618428681,91.7011180757014,91.82776003335908,92.0874957359852,91.9011760489232,91.86000739408341,92.0009651013789,91.9013494146948,91.941364554753,92.12377418506391,92.14822543797371,92.2612194450967,92.14070621418871
169,Namibia,NAM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,58.324001312255895,58.2350006103516,57.0750007629395,58.34700012207029,67.1060028076172,66.8690032958984,67.91799926757811,54.680999755859396,55.8600006103516,56.9620018005371,57.8810005187988,56.771999359130895,56.9420013427734,55.7960014343262,55.970001220703104,54.9990005493164,58.4650001525879,64.9390029907227,64.6569976806641,64.6660003662109
170,New Caledonia,NCL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,83.3929977416992,82.068000793457,80.1989974975586,81.9960021972656,81.4169998168945,80.0999984741211,80.9020004272461,80.9919967651367,78.6210021972656,76.1080017089844,80.6790008544922,82.6549987792969,81.2119979858398,79.9820022583008,81.0820007324219,80.6289978027344,80.4929962158203,80.5260009765625,80.6340026855469,80.6370010375977
171,Niger,NER,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,8.16800022125244,7.506999969482419,7.63899993896484,7.47800016403198,7.110000133514401,7.343999862670901,7.49399995803833,7.631999969482419,7.474999904632571,7.63100004196167,7.574999809265139,7.71600008010864,7.89300012588501,7.9889998435974094,8.59700012207031,8.60999965667725,8.83399963378906,8.711000442504881,8.88899993896484,8.9040002822876
172,Nigeria,NGA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,11.4130001068115,11.8660001754761,13.173999786377001,12.4720001220703,10.1099996566772,10.3900003433228,11.5740003585815,11.288999557495101,12.2679996490479,12.1700000762939,11.7189998626709,11.8979997634888,12.819000244140598,13.361000061035199,13.6090002059937,14.1490001678467,13.8990001678467,12.638999938964801,12.236000061035199,12.2220001220703
173,Nicaragua,NIC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,51.810001373290994,51.021999359130895,51.8030014038086,48.4280014038086,48.326000213623,48.37300109863279,50.6580009460449,50.654998779296896,51.9020004272461,52.1339988708496,51.970001220703104,48.3549995422363,48.487998962402294,49.327999114990206,48.97200012207029,48.754001617431605,49.334999084472706,49.8079986572266,49.97200012207029,50.1020011901855
174,Netherlands,NLD,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,90.3379974365234,90.22000122070308,90.5400009155273,90.2210006713867,90.48999786376949,91.3679962158203,90.3470001220703,90.25399780273442,90.08200073242192,89.9459991455078,89.9130020141602,89.5009994506836,88.5199966430664,88.4150009155273,88.2829971313477,87.73699951171879,87.3050003051758,86.6110000610352,86.73699951171879,86.7819976806641
175,Norway,NOR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,94.58200073242192,95.03399658203129,95.15499877929692,94.9599990844727,95.7570037841797,95.5849990844727,95.6750030517578,95.5179977416992,95.10399627685551,95.33200073242192,95.5410003662109,95.10299682617192,95.56900024414058,95.94300079345699,95.86199951171879,95.5749969482422,95.6309967041016,95.3570022583008,95.43099975585942,95.4380035400391
176,Nepal,NPL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,12.3920001983643,12.423999786377001,12.5799999237061,12.7629995346069,7.781000137329099,7.741000175476071,7.73600006103516,7.87099981307983,7.979000091552731,8.064000129699709,8.21599960327148,8.69400024414063,8.913999557495119,9.10700035095215,9.2189998626709,9.4980001449585,9.78699970245361,9.95699977874756,10.041999816894501,10.065999984741199
177,Nauru,NRU,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
178,New Zealand,NZL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,85.78399658203129,85.1330032348633,85.3529968261719,86.052001953125,86.72799682617192,86.8489990234375,86.4000015258789,86.5609970092773,87.3860015869141,87.2949981689453,87.40899658203129,88.1230010986328,88.0780029296875,87.34100341796879,87.55999755859379,88.36199951171879,88.1740036010742,88.41400146484379,85.61399841308591,85.71600341796879
179,OECD members,OED,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,82.9296473261785,83.4829875114364,84.0593767222187,84.3497384164091,84.3836752075527,84.6740699057128,84.79740026098341,85.1536301030623,85.4519681513629,85.6749397732259,85.9790292296716,85.8469629907075,85.845212942858,85.86313275637441,85.95899751278792,86.12989442562191,86.41423857410021,86.52637233802379,86.6812248028763,86.5289677745393
180,Oman,OMN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,87.6100006103516,88.2870025634766,88.8519973754883,88.6579971313477,88.5640029907227,88.6750030517578,89.0070037841797,89.2639999389648,89.3420028686523,89.33999633789058,89.5059967041016,89.2050018310547,89.3610000610352,89.39600372314449,89.5630035400391,89.44300079345699,89.39600372314449,89.2249984741211,89.0699996948242,89.0709991455078
181,Other small states,OSS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,58.1606605755186,57.5923952393612,60.0687751016486,61.38564346551999,61.92354725719,61.64833098460689,62.3438833186053,61.1601506115627,62.1716133539612,62.5655133135854,62.9630951909695,62.704850585112496,63.0858952211477,63.834930498746395,63.5648793185482,64.0688053636604,64.5862312366776,64.924564374565,65.2386949842979,65.158735977037
182,Pakistan,PAK,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,24.9060001373291,24.9179992675781,33.1040000915527,33.095001220703104,37.111000061035206,37.1160011291504,31.211000442504897,31.2140007019043,25.6749992370605,24.608999252319304,22.1439990997314,20.770000457763697,20.8899993896484,21.6399993896484,24.9300003051758,24.9519996643066,26.982000350952102,25.3020000457764,24.777999877929698,24.753999710082997
183,Panama,PAN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,77.2900009155273,76.9929962158203,79.3399963378906,79.31300354003909,75.2399978637695,74.9049987792969,74.8550033569336,71.9459991455078,72.43299865722659,74.5960006713867,73.1439971923828,66.9380035400391,69.8130035400391,74.21299743652341,71.2990036010742,70.50599670410159,70.71099853515629,66.4150009155273,66.59100341796879,66.73300170898439
184,Peru,PER,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,33.911998748779304,33.7270011901855,33.5999984741211,33.6370010375977,33.544998168945305,33.7760009765625,32.9480018615723,32.983001708984396,34.632999420166,36.236000061035206,36.9650001525879,36.594001770019496,36.49399948120121,37.555999755859396,38.4370002746582,38.620998382568395,38.78200149536129,39.8899993896484,39.594001770019496,39.609001159668004
185,Philippines,PHL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,49.888999938964794,49.20500183105471,49.3680000305176,49.379001617431605,49.5190010070801,49.5810012817383,49.976001739502,50.431999206543,50.6189994812012,50.9910011291504,51.2210006713867,51.7470016479492,52.840999603271506,53.0229988098145,54.3359985351563,55.5719985961914,55.0719985961914,57.574001312255895,57.824001312255895,57.856998443603494
186,Palau,PLW,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,
187,Papua New Guinea,PNG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,18.7089996337891,17.250999450683597,18.6030006408691,17.881999969482397,17.1660003662109,17.006000518798803,17.347999572753903,10.895999908447301,11.2399997711182,10.656999588012699,11.737999916076697,10.685999870300302,11.3929996490479,11.883000373840302,11.3009996414185,11.277000427246099,11.934000015258801,13.859999656677198,14.1190004348755,14.128999710083
188,Poland,POL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,74.5960006713867,75.8509979248047,74.9359970092773,74.1600036621094,74.5690002441406,76.31199645996091,76.1999969482422,76.8870010375977,78.21800231933591,79.06300354003909,79.5749969482422,79.9010009765625,79.8970031738281,80.1630020141602,80.8030014038086,81.5380020141602,82.2470016479492,82.3460006713867,83.1389999389648,82.93699645996091
189,Pre-demographic dividend,PRE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,14.7876551436127,15.1991980266564,15.6282021808309,15.6491443534193,15.4948602844975,15.8201135617178,16.684113495357,16.403388302015802,16.7947526577443,17.22541606439,17.112337080427498,17.130878618993698,17.5802293081284,17.8444267274994,18.1212350765182,18.9164740523742,18.831256446174898,18.5450509814962,18.3982433897853,18.4283627255404
190,Puerto Rico,PRI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,85.9820022583008,86.0240020751953,86.1579971313477,86.1480026245117,85.41400146484379,85.879997253418,85.4830017089844,85.6340026855469,84.2509994506836,83.7730026245117,84.7269973754883,84.65699768066409,84.3310012817383,84.6240005493164,83.66400146484379,84.0429992675781,82.7730026245117,82.806999206543,82.765998840332,82.7330017089844
191,"Korea, Dem. People’s Rep.",PRK,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,29.162000656127898,31.3199996948242,31.576000213623,32.187000274658196,32.576999664306605,31.9370002746582,32.3499984741211,32.7379989624023,32.0139999389648,31.3840007781982,32.4529991149902,32.530998229980504,32.8779983520508,33.7239990234375,33.804000854492195,33.5699996948242,33.007999420166,32.416999816894496,31.9209995269775,31.948999404907198
192,Portugal,PRT,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,73.0189971923828,73.911003112793,75.2799987792969,73.890998840332,74.38099670410159,74.265998840332,76.11399841308591,75.838996887207,76.8030014038086,77.11199951171879,77.3629989624023,78.4960021972656,79.5690002441406,82.73500061035159,82.3190002441406,82.536003112793,85.120002746582,86.0640029907227,86.58200073242192,86.5410003662109
193,Paraguay,PRY,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,47.1150016784668,47.2760009765625,46.4539985656738,45.0830001831055,44.698001861572294,45.37300109863279,42.8600006103516,48.7309989929199,46.827999114990206,46.819000244140604,49.25199890136721,48.4160003662109,51.117000579834006,52.1949996948242,49.1949996948242,55.380001068115206,55.1450004577637,55.691001892089794,54.8079986572266,54.84700012207029
194,West Bank and Gaza,PSE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,51.7190017700195,51.007999420165994,49.7599983215332,49.1119995117188,49.9300003051758,53.1279983520508,53.3289985656738,53.391998291015604,52.32099914550779,54.2630004882813,54.595001220703104,55.165000915527294,55.2869987487793,56.415000915527294,55.612998962402294,55.7939987182617,55.734001159668,56.6559982299805,57.2529983520508,57.167999267578104
195,Pacific island small states,PSS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,44.004588349790104,43.858592423998395,42.7875181613123,41.1945687051414,40.796337998199206,42.1130375221806,43.0117390577178,42.4805182039401,42.313884161987204,43.3656344174434,43.1263428100599,41.720308767501,41.777082625211705,42.265627720484794,42.8527966534083,43.5232652961606,43.279100259409894,43.5148808778075,43.4949151143789,43.17676783698871
